
User #1, #input: 13, recommendations: 30
P01-1005,0.660467 [*]
P03-1002,0.656933 [*]
P00-1027,0.648772
P05-1022,0.644695
User #9, P@10 = [0.4],  R@10 = [0.0869565]

User #10, #input: 12, recommendations: 54
P02-1022,1.68637
P02-1006,1.45914
P02-1014,1.10536
P03-1054,1.08839
P02-1038,1.0469
P01-1008,1.04664
P02-1035,0.774272
P04-1036,0.735418
P02-1060,0.731865
P02-1031,0.71041
P01-1005,0.660467
P05-1022,0.644695
P02-1034,0.64028
P01-1017,0.63786
P04-1054,0.634213 [*]
P04-1014,0.562478
P05-1033,0.552309
P04-1053,0.490298 [*]
P05-1012,0.461188
P05-1013,0.454983
User #10, P@10 = [0.2],  R@10 = [0.166667]

User #11, #input: 34, recommendations: 56
P02-1040,2.46255
P02-1022,1.68637
P02-1053,1.57267
P00-1056,1.48428
P03-1021,1.29586
P02-1014,1.10536
P01-1067,1.05141
P01-1008,1.04664
P00-1010,0.9
P04-1035,0.810108 [*]
P04-1036,0.735418
P05-1022,0.644695
P02-1003,0.642659
P01-1017,0.63786
P01-1037,0.548287
P01-1052,0.470673
P05-1012,0.461188
P03-1011,0.441487
P03-1048,0.421053 [*]
P04-1027,0.375
User #11, P@10 = [0.2],  R@10 = [0.0588235]

User #12, #input: 35, recommendations: 93
P02-1040,2.46255
P02-1022,1.68637
P00-1056,1.48428
P02-1006,1.45914
P01-1024,1.19793
P02-1014,1.10536
P03-1054,1.08839
P02-1038,1.0469
P01-1008,1.04664
P00-1010,0.9 [*]
P02-1035,0.774272
P04-1036,0.735418
P02-1060,0.731865
P02-1031,0.71041
P01-1005,0.660467
P03-1002,0.656933 [*]
P05-1022,0.644695
P02-1034,0.64028
P01-1017,0.63786
P04-1054,0.634213
User #12, P@10 = [0.2],  R@10 = [0.0571429]

User #13, #input: 9, recommendations: 29
P02-1040,2.46255
P00-1056,1.48428
P03-1054,1.08839
P02-1038,1.0469
P04-1036,0.735418
P02-1031,0.71041
P03-1002,0.656933
P05-1022,0.644695
P02-1034,0.64028
P01-1017,0.63786
P04-1054,0.634213
P04-1053,0.490298
P02-1043,0.420215
P04-1043,0.366937
P02-1062,0.347634
P05-1073,0.291878 [*]
P02-1036,0.288204
P05-1034,0.244071
P03-1068,0.185487
P03-1017,0.165837
User #13, P@10 = [0.1],  R@10 = [0.111111]

User #14, #input: 30, recommendations: 109
P02-1040,2.46255
P02-1022,1.68637
P00-1056,1.48428
P02-1006,1.45914
P03-1021,1.29586
P01-1024,1.19793
P02-1014,1.10536
P03-1054,1.08839
P01-1067,1.05141
P02-1038,1.0469
P02-1041,1.02128
P04-1035,0.810108
P02-1035,0.774272
P02-1060,0.731865
P02-1031,0.71041
P03-1002,0.656933
P05-1022,0.644695
P02-1034,0.64028
P01-1017,0.63786
P04-1054,0.634213 [*]
User #14, P@10 = [0.1],  R@10 = [0.0333333]

User #15, #input: 29, recommendations: 55
P02-1040,2.46255
P02-1006,1.45914
P02-1014,1.10536
P03-1054,1.08839
P01-1067,1.05141
P02-1038,1.0469
P04-1036,0.735418
P02-1031,0.71041
P03-1002,0.656933
P02-1034,0.64028
P01-1017,0.63786
P04-1054,0.634213
P02-1033,0.50838
P04-1053,0.490298
P01-1052,0.470673
P01-1030,0.426785
P03-1029,0.42547
P02-1043,0.420215
P03-1044,0.417029 [*]
P03-1001,0.391941
User #15, P@10 = [0.1],  R@10 = [0.0344828]

User #16, #input: 25, recommendations: 51
P02-1040,2.46255
P02-1006,1.45914
P03-1021,1.29586
P02-1014,1.10536
P03-1054,1.08839
P01-1067,1.05141
P02-1038,1.0469
P04-1036,0.735418
P01-1005,0.660467
P03-1002,0.656933
P02-1003,0.642659
P04-1054,0.634213
P01-1037,0.548287
P02-1033,0.50838
P04-1073,0.45614
P01-1030,0.426785
P03-1001,0.391941
P02-1047,0.374233
P03-1023,0.361459
P05-1052,0.354134
User #16, P@10 = [0],  R@10 = [0]

User #17, #input: 36, recommendations: 169
P02-1040,2.46255 [*]
P02-1022,1.68637
P02-1053,1.57267 [*]
P00-1056,1.48428
P02-1006,1.45914
P03-1021,1.29586
P02-1014,1.10536 [*]
P03-1054,1.08839
P01-1067,1.05141
P02-1038,1.0469
P01-1008,1.04664
P04-1035,0.810108
P02-1035,0.774272
P04-1036,0.735418
P02-1060,0.731865 [*]
P03-1035,0.730184
P02-1031,0.71041
P01-1005,0.660467
P03-1002,0.656933
P05-1022,0.644695
User #17, P@10 = [0.4],  R@10 = [0.111111]

User #18, #input: 59, recommendations: 140
P02-1040,2.46255
P02-1022,1.68637
P02-1053,1.57267
P00-1056,1.48428
P03-1021,1.29586
P01-1024,1.19793
P02-1014,1.10536
P03-1054,1.08839 [*]
P01-1067,1.05141
P02-1038,1.0469
P00-1010,0.9
P02-1035,0.774272 [*]
P01-1019,0.747894
P02-1031,0.71041 [*]
P01-1005,0.660467
P03-1002,0.656933 [*]
P05-1022,0.644695 [*]
P02-1003,0.642659
P02-1034,0.64028 [*]
P01-1017,0.63786 [*]
User #18, P@10 = [0.7],  R@10 = [0.118644]

User #19, #input: 40, recommendations: 118
P02-1040,2.46255
P02-1053,1.57267
P00-1056,1.48428
P03-1021,1.29586
P01-1024,1.19793
P02-1014,1.10536 [*]
P03-1054,1.08839
P01-1067,1.05141
P02-1038,1.0469
P01-1008,1.04664
P00-1010,0.9
P04-1035,0.810108
P02-1035,0.774272
P02-1060,0.731865
P03-1035,0.730184
P02-1031,0.71041 [*]
P01-1005,0.660467
P03-1002,0.656933
P05-1022,0.644695
P02-1003,0.642659
User #19, P@10 = [0.2],  R@10 = [0.05]

User #20, #input: 65, recommendations: 169
P02-1040,2.46255
P02-1022,1.68637
P02-1053,1.57267 [*]
P00-1056,1.48428
P02-1006,1.45914
P03-1021,1.29586
P01-1024,1.19793
P02-1014,1.10536
P03-1054,1.08839
P01-1067,1.05141 [*]
P02-1038,1.0469
P01-1008,1.04664 [*]
P04-1035,0.810108
P02-1035,0.774272
P04-1036,0.735418
P02-1031,0.71041
P01-1005,0.660467
P03-1002,0.656933
P00-1027,0.648772
P05-1022,0.644695
User #20, P@10 = [0.3],  R@10 = [0.0461538]

User #21, #input: 53, recommendations: 118
P02-1040,2.46255
P02-1053,1.57267
P00-1056,1.48428
P02-1006,1.45914 [*]
P03-1021,1.29586
P02-1014,1.10536
P03-1054,1.08839
P01-1067,1.05141
P02-1038,1.0469
P01-1008,1.04664
P04-1035,0.810108
P04-1036,0.735418
P02-1060,0.731865
P02-1031,0.71041
P01-1005,0.660467 [*]
P03-1002,0.656933
P00-1027,0.648772
P02-1003,0.642659
P02-1034,0.64028
P04-1054,0.634213
User #21, P@10 = [0.2],  R@10 = [0.0377358]

User #22, #input: 66, recommendations: 166
P02-1040,2.46255
P02-1022,1.68637
P02-1053,1.57267 [*]
P00-1056,1.48428 [*]
P02-1006,1.45914 [*]
P03-1021,1.29586
P01-1024,1.19793
P02-1014,1.10536
P03-1054,1.08839
P01-1067,1.05141
P02-1038,1.0469
P01-1008,1.04664
P04-1035,0.810108
P02-1035,0.774272
P04-1036,0.735418
P02-1060,0.731865
P02-1031,0.71041
P01-1005,0.660467
P03-1002,0.656933
P00-1027,0.648772
User #22, P@10 = [0.3],  R@10 = [0.0454545]

User #23, #input: 30, recommendations: 135
P02-1040,2.46255 [*]
P00-1056,1.48428
P02-1006,1.45914
P03-1021,1.29586 [*]
P02-1014,1.10536
P03-1054,1.08839
P01-1067,1.05141 [*]
P02-1038,1.0469 [*]
P01-1008,1.04664
P02-1035,0.774272
P03-1035,0.730184
P02-1031,0.71041
P00-1027,0.648772
P05-1022,0.644695
P02-1034,0.64028
P01-1017,0.63786
P04-1054,0.634213
P04-1014,0.562478
P05-1033,0.552309 [*]
P01-1037,0.548287
User #23, P@10 = [0.5],  R@10 = [0.166667]

User #24, #input: 12, recommendations: 37
P02-1040,2.46255
P02-1022,1.68637
P02-1053,1.57267
P02-1006,1.45914
P03-1021,1.29586
P02-1014,1.10536
P02-1038,1.0469
P01-1008,1.04664
P04-1035,0.810108 [*]
P04-1036,0.735418
P05-1022,0.644695
P04-1073,0.45614
P00-1037,0.426079
P03-1001,0.391941
P04-1027,0.375
P00-1071,0.352941
P04-1056,0.350877
P05-1071,0.277457
P05-1015,0.276923 [*]
P03-1003,0.255919
User #24, P@10 = [0.2],  R@10 = [0.166667]

User #25, #input: 15, recommendations: 35
P02-1040,2.46255
P02-1022,1.68637
P02-1053,1.57267 [*]
P00-1056,1.48428
P03-1021,1.29586
P02-1014,1.10536
P01-1008,1.04664
P00-1010,0.9
P04-1035,0.810108
P04-1036,0.735418
P05-1022,0.644695
P02-1003,0.642659
P02-1034,0.64028
P02-1047,0.374233 [*]
P00-1065,0.364805
P05-1071,0.277457
P05-1015,0.276923 [*]
P04-1045,0.224599
P05-1001,0.212308
P01-1009,0.212014
User #25, P@10 = [0.3],  R@10 = [0.2]

User #26, #input: 12, recommendations: 20
P02-1040,2.46255
P00-1056,1.48428
P02-1014,1.10536
P01-1067,1.05141
P01-1005,0.660467
P02-1003,0.642659
P01-1037,0.548287
P02-1013,0.454545
P03-1011,0.441487
P02-1047,0.374233
P03-1023,0.361459
P00-1071,0.352941
P01-1059,0.336026
P01-1026,0.193548
P04-1019,0.185282
P00-1041,0.144463
P04-1020,0.141089
P02-1011,0.134573
P04-1052,0.102941
P02-1057,0.0671972
User #26, P@10 = [0],  R@10 = [0]

User #27, #input: 17, recommendations: 65
P02-1040,2.46255
P02-1022,1.68637
P02-1053,1.57267
P00-1056,1.48428
P02-1006,1.45914
P03-1021,1.29586
P02-1014,1.10536
P01-1067,1.05141
P02-1038,1.0469
P01-1008,1.04664 [*]
P02-1035,0.774272
P02-1060,0.731865 [*]
P03-1035,0.730184
P01-1005,0.660467
P05-1022,0.644695
P02-1003,0.642659
P02-1034,0.64028
P04-1054,0.634213
P04-1014,0.562478
P05-1033,0.552309
User #27, P@10 = [0.2],  R@10 = [0.117647]

User #28, #input: 75, recommendations: 208
P02-1040,2.46255 [*]
P00-1056,1.48428
P02-1006,1.45914
P03-1021,1.29586 [*]
P01-1024,1.19793
P02-1014,1.10536
P03-1054,1.08839 [*]
P01-1067,1.05141 [*]
P02-1038,1.0469 [*]
P01-1008,1.04664
P02-1035,0.774272 [*]
P01-1019,0.747894
P03-1035,0.730184
P02-1031,0.71041
P01-1005,0.660467
P03-1002,0.656933
P00-1027,0.648772
P05-1022,0.644695 [*]
P02-1003,0.642659 [*]
P02-1034,0.64028
User #28, P@10 = [0.8],  R@10 = [0.106667]
